UC;Nome;Aprovados;Reprovados;NaoAvaliados;Abandonos;Inscritos;Curso;Semestre;Ano
425134;Protocolos em Redes de Dados;2;0;0;0;2;Licenciatura Bolonha em Engenharia Informática;2;2018
425134;Protocolos em Redes de Dados;7;0;2;0;9;Mestrado Bolonha em Engenharia Informática;2;2018
425134;Protocolos em Redes de Dados;5;0;3;0;8;Mestrado Bolonha em Segurança Informática;2;2018
425134;Protocolos em Redes de Dados;0;0;1;0;1;Mestrado Integrado em Engenharia Física;2;2018
425125;Interação em Linguagem Natural;1;0;0;0;1;Curso Livre em Erasmus;2;2018
425125;Interação em Linguagem Natural;2;0;1;0;3;Mestrado Bolonha em Engenharia Informática;2;2018
425124;Integração e Processamento Analítico de Informação;1;0;0;0;1;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;2;2018
425118;Deteção e Tolerância a Intrusões;5;0;1;0;6;Mestrado Bolonha em Engenharia Informática;2;2018
425118;Deteção e Tolerância a Intrusões;0;0;3;0;3;Mestrado Bolonha em Informática;2;2018
425116;Desenho e Análise de Algoritmos;1;0;0;0;1;Curso Livre em Regime Livre;2;2018
425116;Desenho e Análise de Algoritmos;1;0;1;0;2;Licenciatura Bolonha em Engenharia Informática;2;2018
425116;Desenho e Análise de Algoritmos;11;0;0;0;11;Mestrado Bolonha em Engenharia Informática;2;2018
425116;Desenho e Análise de Algoritmos;3;0;0;0;3;Mestrado Bolonha em Informática;2;2018
425115;Configuração e Gestão de Sistemas;1;0;0;0;1;Curso Livre em Regime Livre;2;2018
425115;Configuração e Gestão de Sistemas;8;0;0;0;8;Mestrado Bolonha em Engenharia Informática;2;2018
425115;Configuração e Gestão de Sistemas;1;0;0;0;1;Mestrado Bolonha em Informática;2;2018
425115;Configuração e Gestão de Sistemas;6;0;0;0;6;Mestrado Bolonha em Segurança Informática;2;2018
425110;Aplicações na Web;2;0;0;0;2;Curso Livre em Regime Livre;2;2018
425110;Aplicações na Web;3;0;1;0;4;Licenciatura Bolonha em Engenharia Informática;2;2018
425110;Aplicações na Web;1;0;0;0;1;Licenciatura Bolonha em Tecnologias de Informação;2;2018
425110;Aplicações na Web;16;0;0;0;16;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2018
425110;Aplicações na Web;6;0;2;0;8;Mestrado Bolonha em Ciência de Dados;2;2018
425110;Aplicações na Web;18;0;2;0;20;Mestrado Bolonha em Engenharia Informática;2;2018
425110;Aplicações na Web;10;0;4;0;14;Mestrado Bolonha em Informática;2;2018
425110;Aplicações na Web;1;0;0;0;1;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;2;2018
425109;Animação e Ambientes Virtuais;1;0;0;0;1;Curso de Especialização em Informática;2;2018
425109;Animação e Ambientes Virtuais;1;0;0;0;1;Curso Livre em Regime Livre;2;2018
425109;Animação e Ambientes Virtuais;3;0;1;0;4;Licenciatura Bolonha em Engenharia Informática;2;2018
425109;Animação e Ambientes Virtuais;1;0;0;0;1;Licenciatura Bolonha em Matemática Aplicada;2;2018
425109;Animação e Ambientes Virtuais;2;0;1;0;3;Licenciatura Bolonha em Tecnologias de Informação;2;2018
425109;Animação e Ambientes Virtuais;18;0;2;0;20;Mestrado Bolonha em Engenharia Informática;2;2018
425109;Animação e Ambientes Virtuais;11;0;1;0;12;Mestrado Bolonha em Informática;2;2018
425250;Introdução à Investigação em Ciência de Dados;15;0;1;0;16;Mestrado Bolonha em Ciência de Dados;1;2019
425248;Seminário em Ciência de Dados;2;1;1;0;4;Curso de Especialização em Data Science;1;2019
425248;Seminário em Ciência de Dados;1;0;0;0;1;Curso Livre em Regime Livre;1;2019
425248;Seminário em Ciência de Dados;19;4;1;0;24;Mestrado Bolonha em Ciência de Dados;1;2019
425247;Fundamentos de Ciência de Dados;2;2;0;0;4;Curso de Especialização em Data Science;1;2019
425247;Fundamentos de Ciência de Dados;1;0;0;0;1;Curso Livre em Erasmus;1;2019
425247;Fundamentos de Ciência de Dados;22;2;0;0;24;Mestrado Bolonha em Ciência de Dados;1;2019
425247;Fundamentos de Ciência de Dados;1;0;0;0;1;Mestrado Bolonha em Engenharia Informática;1;2019
425244;Fundamentos da Web Semântica;1;0;0;0;1;Mestrado Bolonha em Ciência de Dados;1;2019
425244;Fundamentos da Web Semântica;2;0;0;0;2;Mestrado Bolonha em Engenharia Informática;1;2019
425244;Fundamentos da Web Semântica;6;0;0;0;6;Mestrado Bolonha em Informática;1;2019
425243;Visualização de Dados;1;0;1;0;2;Curso de Especialização em Data Science;1;2019
425243;Visualização de Dados;3;1;0;0;4;Curso Livre em Erasmus;1;2019
425243;Visualização de Dados;2;0;1;0;3;Licenciatura Bolonha em Engenharia Informática;1;2019
425243;Visualização de Dados;4;0;0;0;4;Mestrado Bolonha em Bioestatística;1;2019
425243;Visualização de Dados;5;0;1;0;6;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2019
425243;Visualização de Dados;8;0;5;0;13;Mestrado Bolonha em Ciência de Dados;1;2019
425243;Visualização de Dados;2;1;0;0;3;Mestrado Bolonha em Engenharia Informática;1;2019
425243;Visualização de Dados;3;0;0;0;3;Mestrado Bolonha em Estatística e Investigação Operacional;1;2019
425243;Visualização de Dados;13;2;0;0;15;Mestrado Bolonha em Informática;1;2019
425243;Visualização de Dados;2;0;3;0;5;Mestrado Integrado em Engenharia Biomédica e Biofísica;1;2019
425243;Visualização de Dados;2;0;0;0;2;Mestrado Integrado em Engenharia Física;1;2019
425239;Experiência de Utilização;2;0;0;0;2;Curso Livre em Erasmus;1;2019
425239;Experiência de Utilização;2;1;0;0;3;Licenciatura Bolonha em Engenharia Informática;1;2019
425239;Experiência de Utilização;8;0;0;0;8;Mestrado Bolonha em Engenharia Informática;1;2019
425239;Experiência de Utilização;11;0;0;0;11;Mestrado Bolonha em Informática;1;2019
425232;Cibercrime e Análise Forense;12;0;1;0;13;Mestrado Bolonha em Segurança Informática;1;2019
425230;Análise e Gestão de Risco em Segurança Informática;1;0;0;0;1;Licenciatura Bolonha em Tecnologias de Informação;1;2019
425230;Análise e Gestão de Risco em Segurança Informática;3;1;0;0;4;Mestrado Bolonha em Engenharia Informática;1;2019
425230;Análise e Gestão de Risco em Segurança Informática;5;1;0;0;6;Mestrado Bolonha em Informática;1;2019
425230;Análise e Gestão de Risco em Segurança Informática;9;0;1;0;10;Mestrado Bolonha em Segurança Informática;1;2019
425229;Programação para Cluster e Multicore;2;0;0;0;2;Curso Livre em Erasmus;1;2019
425229;Programação para Cluster e Multicore;2;0;0;0;2;Licenciatura Bolonha em Engenharia Informática;1;2019
425229;Programação para Cluster e Multicore;2;0;2;0;4;Mestrado Bolonha em Ciência de Dados;1;2019
425229;Programação para Cluster e Multicore;5;0;0;1;6;Mestrado Bolonha em Engenharia Informática;1;2019
425229;Programação para Cluster e Multicore;1;0;0;3;4;Mestrado Bolonha em Informática;1;2019
425221;Programação Por Objetos;0;1;0;0;1;Curso Livre em Erasmus;1;2019
425221;Programação Por Objetos;1;0;0;0;1;Licenciatura Bolonha em Física;1;2019
425221;Programação Por Objetos;0;1;1;0;2;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2019
425221;Programação Por Objetos;1;0;0;0;1;Mestrado Bolonha em Estatística e Investigação Operacional;1;2019
425221;Programação Por Objetos;3;0;0;0;3;Mestrado Bolonha em Física;1;2019
425221;Programação Por Objetos;7;1;2;0;10;Mestrado Bolonha em Informática;1;2019
425221;Programação Por Objetos;5;3;0;0;8;Mestrado Integrado em Engenharia Física;1;2019
425216;Aprendizagem Automática;3;0;2;0;5;Curso de Especialização em Data Science;1;2019
425216;Aprendizagem Automática;2;0;0;0;2;Curso Livre em Erasmus;1;2019
425216;Aprendizagem Automática;1;0;1;0;2;Curso Livre em Regime Livre;1;2019
425216;Aprendizagem Automática;0;0;2;0;2;Licenciatura Bolonha em Engenharia Informática;1;2019
425216;Aprendizagem Automática;0;0;1;0;1;Licenciatura Bolonha em Tecnologias de Informação;1;2019
425216;Aprendizagem Automática;0;0;1;0;1;Mestrado Bolonha em Bioestatística;1;2019
425216;Aprendizagem Automática;10;1;4;0;15;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2019
425216;Aprendizagem Automática;19;0;6;0;25;Mestrado Bolonha em Ciência de Dados;1;2019
425216;Aprendizagem Automática;11;0;2;0;13;Mestrado Bolonha em Engenharia Informática;1;2019
425216;Aprendizagem Automática;3;0;0;0;3;Mestrado Bolonha em Estatística e Investigação Operacional;1;2019
425216;Aprendizagem Automática;3;0;1;0;4;Mestrado Bolonha em Física;1;2019
425216;Aprendizagem Automática;6;0;3;0;9;Mestrado Bolonha em Informática;1;2019
425216;Aprendizagem Automática;1;0;0;0;1;Mestrado Bolonha em Matemática Aplicada à Economia e Gestão;1;2019
425216;Aprendizagem Automática;1;0;1;0;2;Mestrado Bolonha em Segurança Informática;1;2019
425216;Aprendizagem Automática;0;0;1;0;1;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;1;2019
425216;Aprendizagem Automática;2;0;0;0;2;Mestrado Integrado em Engenharia Física;1;2019
425203;Fundamentos de Programação;1;0;0;0;1;Curso de Especialização em Estatística Aplicada à Biologia e Ciências da Saúde;1;2019
425203;Fundamentos de Programação;5;0;0;0;5;Curso Livre em Erasmus;1;2019
425203;Fundamentos de Programação;1;0;0;0;1;Curso Livre em Regime Livre;1;2019
425203;Fundamentos de Programação;1;0;0;0;1;Licenciatura Bolonha em Tecnologias de Informação;1;2019
425203;Fundamentos de Programação;4;0;1;0;5;Mestrado Bolonha em Bioestatística;1;2019
425203;Fundamentos de Programação;16;0;3;0;19;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2019
425203;Fundamentos de Programação;0;0;1;0;1;Mestrado Bolonha em Ciência de Dados;1;2019
425203;Fundamentos de Programação;4;0;1;0;5;Mestrado Bolonha em Engenharia Geoespacial;1;2019
425203;Fundamentos de Programação;7;0;4;0;11;Mestrado Bolonha em Informática;1;2019
425203;Fundamentos de Programação;0;0;6;0;6;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;1;2019
425199;Computação Natural;2;0;0;0;2;Mestrado Integrado em Engenharia Biomédica e Biofísica;1;2019
425179;Sistemas de Software Seguros;0;1;0;0;1;Licenciatura Bolonha em Tecnologias de Informação;1;2019
425179;Sistemas de Software Seguros;12;0;0;0;12;Mestrado Bolonha em Segurança Informática;1;2019
425173;Introdução à Segurança Informática;1;0;0;0;1;Licenciatura Bolonha em Tecnologias de Informação;1;2019
425173;Introdução à Segurança Informática;12;0;1;0;13;Mestrado Bolonha em Segurança Informática;1;2019
425160;Vida Artificial;1;0;0;0;1;Licenciatura Bolonha em Tecnologias de Informação;1;2019
425160;Vida Artificial;4;0;0;1;5;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2019
425160;Vida Artificial;5;0;0;1;6;Mestrado Bolonha em Engenharia Informática;1;2019
425160;Vida Artificial;2;0;0;1;3;Mestrado Bolonha em Informática;1;2019
425160;Vida Artificial;1;0;0;0;1;Mestrado Integrado em Engenharia Biomédica e Biofísica;1;2019
425157;Tolerância a Faltas Distribuída;0;0;2;0;2;Licenciatura Bolonha em Engenharia Informática;1;2019
425157;Tolerância a Faltas Distribuída;0;0;1;0;1;Licenciatura Bolonha em Tecnologias de Informação;1;2019
425157;Tolerância a Faltas Distribuída;4;1;5;0;10;Mestrado Bolonha em Engenharia Informática;1;2019
425157;Tolerância a Faltas Distribuída;1;0;0;0;1;Mestrado Bolonha em Informática;1;2019
425157;Tolerância a Faltas Distribuída;11;0;4;0;15;Mestrado Bolonha em Segurança Informática;1;2019
425153;Tecnologias de Middleware;3;0;0;0;3;Licenciatura Bolonha em Engenharia Informática;1;2019
425153;Tecnologias de Middleware;18;2;3;0;23;Mestrado Bolonha em Engenharia Informática;1;2019
425153;Tecnologias de Middleware;4;0;1;0;5;Mestrado Bolonha em Informática;1;2019
425152;Tecnologia de Bases de Dados;3;0;2;0;5;Curso de Especialização em Data Science;1;2019
425152;Tecnologia de Bases de Dados;1;0;0;0;1;Curso Livre em Erasmus;1;2019
425152;Tecnologia de Bases de Dados;1;0;1;0;2;Licenciatura Bolonha em Engenharia Informática;1;2019
425152;Tecnologia de Bases de Dados;0;0;1;0;1;Licenciatura Bolonha em Tecnologias de Informação;1;2019
425152;Tecnologia de Bases de Dados;0;0;1;0;1;Mestrado Bolonha em Bioestatística;1;2019
425152;Tecnologia de Bases de Dados;19;0;7;0;26;Mestrado Bolonha em Ciência de Dados;1;2019
425152;Tecnologia de Bases de Dados;10;2;2;0;14;Mestrado Bolonha em Engenharia Informática;1;2019
425152;Tecnologia de Bases de Dados;5;0;2;0;7;Mestrado Bolonha em Informática;1;2019
425152;Tecnologia de Bases de Dados;1;0;0;0;1;Mestrado Integrado em Engenharia Física;1;2019
425149;Software Fiável;4;1;1;0;6;Licenciatura Bolonha em Engenharia Informática;1;2019
425149;Software Fiável;18;6;5;0;29;Mestrado Bolonha em Engenharia Informática;1;2019
425149;Software Fiável;1;0;0;0;1;Mestrado Bolonha em Informática;1;2019
425146;Sistemas Multi-Agente;2;0;0;0;2;Licenciatura Bolonha em Engenharia Informática;1;2019
425146;Sistemas Multi-Agente;7;1;0;0;8;Mestrado Bolonha em Engenharia Informática;1;2019
425146;Sistemas Multi-Agente;1;0;0;0;1;Mestrado Bolonha em Informática;1;2019
425141;Segurança de Software;1;0;0;0;1;Curso Livre em Erasmus;1;2019
425141;Segurança de Software;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;1;2019
425141;Segurança de Software;6;2;0;0;8;Mestrado Bolonha em Engenharia Informática;1;2019
425141;Segurança de Software;5;1;0;0;6;Mestrado Bolonha em Informática;1;2019
425132;Programação em Sistemas Distribuídos;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;1;2019
425132;Programação em Sistemas Distribuídos;0;0;0;1;1;Licenciatura Bolonha em Tecnologias de Informação;1;2019
425132;Programação em Sistemas Distribuídos;10;0;2;1;13;Mestrado Bolonha em Engenharia Informática;1;2019
425132;Programação em Sistemas Distribuídos;2;0;0;0;2;Mestrado Bolonha em Informática;1;2019
425132;Programação em Sistemas Distribuídos;1;0;0;0;1;Mestrado Bolonha em Segurança Informática;1;2019
425126;Jogos Interativos;4;0;0;0;4;Licenciatura Bolonha em Engenharia Informática;1;2019
425126;Jogos Interativos;9;0;1;0;10;Mestrado Bolonha em Engenharia Informática;1;2019
425126;Jogos Interativos;10;0;1;0;11;Mestrado Bolonha em Informática;1;2019
425122;Gestão de Projetos;1;0;0;0;1;Curso Livre em Erasmus;1;2019
425122;Gestão de Projetos;5;1;0;0;6;Licenciatura Bolonha em Engenharia Informática;1;2019
425122;Gestão de Projetos;1;1;0;0;2;Mestrado Bolonha em Engenharia Geoespacial;1;2019
425122;Gestão de Projetos;15;1;0;0;16;Mestrado Bolonha em Engenharia Informática;1;2019
425122;Gestão de Projetos;6;1;1;0;8;Mestrado Bolonha em Informática;1;2019
425121;Fundamentos de Segurança;2;2;1;0;5;Mestrado Bolonha em Informática;1;2019
425117;Design de Software;4;2;2;0;8;Licenciatura Bolonha em Engenharia Informática;1;2019
425117;Design de Software;0;0;1;0;1;Licenciatura Bolonha em Tecnologias de Informação;1;2019
425117;Design de Software;26;4;4;0;34;Mestrado Bolonha em Engenharia Informática;1;2019
425117;Design de Software;4;4;4;0;12;Mestrado Bolonha em Informática;1;2019
425113;Computação Móvel;1;0;0;0;1;Curso Livre em Erasmus;1;2019
425113;Computação Móvel;6;0;0;0;6;Licenciatura Bolonha em Engenharia Informática;1;2019
425113;Computação Móvel;21;0;1;0;22;Mestrado Bolonha em Engenharia Informática;1;2019
425113;Computação Móvel;7;1;0;0;8;Mestrado Bolonha em Informática;1;2019
425113;Computação Móvel;3;0;0;0;3;Mestrado Bolonha em Segurança Informática;1;2019
425113;Computação Móvel;1;0;0;0;1;Mestrado Integrado em Engenharia Física;1;2019
425105;Introdução às Bases de Dados;1;0;1;0;2;Curso de Especialização em Estatística Aplicada à Biologia e Ciências da Saúde;1;2019
425105;Introdução às Bases de Dados;3;0;0;0;3;Curso Livre em Regime Livre;1;2019
425105;Introdução às Bases de Dados;6;0;0;0;6;Mestrado Bolonha em Bioestatística;1;2019
425105;Introdução às Bases de Dados;11;0;0;0;11;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2019
425105;Introdução às Bases de Dados;0;0;1;0;1;Mestrado Bolonha em Engenharia Geoespacial;1;2019
425105;Introdução às Bases de Dados;11;1;0;0;12;Mestrado Bolonha em Informática;1;2019
425105;Introdução às Bases de Dados;5;0;0;0;5;Mestrado Bolonha em Matemática Aplicada à Economia e Gestão;1;2019
425105;Introdução às Bases de Dados;3;2;0;0;5;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;1;2019
425252;Computação Quântica;2;0;1;0;3;Curso Livre em Regime Livre;2;2019
425252;Computação Quântica;2;0;1;0;3;Licenciatura Bolonha em Engenharia Informática;2;2019
425252;Computação Quântica;0;0;1;0;1;Mestrado Bolonha em Ciência de Dados;2;2019
425252;Computação Quântica;4;0;0;0;4;Mestrado Bolonha em Engenharia Informática;2;2019
425252;Computação Quântica;1;0;0;0;1;Mestrado Bolonha em Física;2;2019
425252;Computação Quântica;1;0;0;0;1;Mestrado Bolonha em Matemática;2;2019
425252;Computação Quântica;3;0;0;0;3;Mestrado Bolonha em Segurança Informática;2;2019
425252;Computação Quântica;3;0;0;0;3;Mestrado Integrado em Engenharia Física;2;2019
425246;Complementos de Aprendizagem Automática;2;0;0;1;3;Curso de Especialização em Data Science;2;2019
425246;Complementos de Aprendizagem Automática;1;0;0;0;1;Curso Livre em Erasmus;2;2019
425246;Complementos de Aprendizagem Automática;0;0;0;1;1;Curso Livre em Regime Livre;2;2019
425246;Complementos de Aprendizagem Automática;0;0;1;0;1;Licenciatura Bolonha em Engenharia Informática;2;2019
425246;Complementos de Aprendizagem Automática;13;1;0;3;17;Mestrado Bolonha em Ciência de Dados;2;2019
425246;Complementos de Aprendizagem Automática;1;0;3;1;5;Mestrado Bolonha em Engenharia Informática;2;2019
425246;Complementos de Aprendizagem Automática;0;0;0;2;2;Mestrado Bolonha em Física;2;2019
425245;Tecnologias de Processamento de Dados;1;0;0;0;1;Curso de Especialização em Data Science;2;2019
425245;Tecnologias de Processamento de Dados;3;0;0;0;3;Licenciatura Bolonha em Engenharia Informática;2;2019
425245;Tecnologias de Processamento de Dados;1;0;0;0;1;Mestrado Bolonha em Bioestatística;2;2019
